Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Early-demographic dividend,EAR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,5.129799843,5.178510189,5.317200184,5.523789883,5.750730038,6.016910076,6.233709812,6.280849934,6.528850079,6.774829865,6.977469921,7.346010208,7.395939827,7.856160164,8.386569977,8.578940392,8.728500366,8.999409676,8.676890373,8.900719643,9.007989883,9.185919762,9.234640121,9.353199959,9.636050224,9.873439789,10.55749035,11.08683014,11.81005001,12.75030994,13.3509798,13.68150043,14.15040016,14.60439014,15.04251957,15.35811043,16.18725014,17.50613022,19.17066956,20.30098915,21.98366,24.65542,26.22707,26.66594,27.92243,29.1959,30.00885,30.73656,31.10887
East Asia & Pacific,EAS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.295650005,2.98597002,3.089430094,3.174779892,3.441910028,3.736249924,4.023200035,4.216289997,4.572229862,4.988379955,5.28455019,5.700139999,6.144139767,6.349339962,6.665339947,6.927259922,7.109370232,7.245250225,7.148049831,7.256969929,7.313290119,7.473599911,7.622739792,7.427100182,9.325249672,10.23764992,9.944450378,11.27210045,13.22467995,14.40659046,15.57176971,17.1646595,19.06609917,20.91533089,22.42112923,23.42765045,24.15653038,24.55505943,25.04540062,26.56719971,28.17419,29.78412,32.35713,35.02247,41.39086,43.72954,45.08324,45.66559,45.7962
Europe & Central Asia (excluding high income),ECA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,33.23583984,32.88822174,32.34880066,31.8862896,31.50456047,31.49060059,31.52490044,31.80266953,31.9892807,32.01895142,32.01721954,32.17736816,32.46612167,32.95935059,33.63053131,34.54502869,35.02785873,35.36437988,35.31370926,35.11088181,35.153759,34.57870865,33.66439819,32.49623108,32.11930847,31.90699959,32.92295074,34.02970123,34.87284851,36.55252838,38.91334152,42.12226868,45.27901077,48.47233963,49.54006958,51.57627869,53.44713974,54.76525879,55.66260147,56.66439819,57.84047,58.59834,59.48897,61.59925,63.31866,64.55692,66.9812,69.50222,70.12279
Europe & Central Asia,ECS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,24.66171074,24.63775063,24.96042061,25.3990593,25.71002007,26.29950905,26.97750092,27.4236393,27.77067947,27.69535065,27.79565048,27.87047958,28.11182976,28.53000069,29.03829002,29.73867989,30.20878983,30.60239983,31.03191948,31.63972092,32.41136169,33.16616821,33.77437973,34.69723892,36.19514084,37.10763168,38.51993942,40.20449829,41.26029968,43.04040909,44.91870117,47.54401016,50.22320175,52.8387413,54.15531158,55.88039017,57.26544189,58.08786011,58.74676895,59.78057098,61.24315,62.30402,63.0721,64.06763,65.2665,66.0904,67.86981,69.83297,70.13682
Ecuador,ECU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,7.080480099,7.520720005,9.369290352,,20.39109993,24.61348915,,,31.32476997,33.28250885,34.13806152,32.09383011,30.34309959,30.86903954,31.58909988,,,28.11722946,24.66389084,19.43462944,19.85021019,,,,18.09099007,,18.53631973,,,,,,,,,,,38.77503,,,,39.81667,40.32245,,44.89223,,,
"Egypt, Arab Rep.",EGY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,7.182899952,8.112110138,9.438420296,10.70998955,12.13247013,13.74670982,15.61616993,16.21471024,16.29194069,16.70132065,17.64112091,18.72874069,19.43091965,20.04504967,18.74809074,18.59431076,18.65457916,18.21162987,15.58874035,14.42986965,12.17868996,,,,,,,,30.72464943,,29.75446,30.79854,27.65975,28.9297,30.12,29.92955,30.27098,29.98793,30.53548,31.41724,26.81772,27.72804,30.11785,31.06811,35.02813,33.85891,35.16452,
Euro area,EMU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,19.56491089,19.57855034,20.64627075,21.95080948,22.72892952,23.79667091,25.07061005,25.59861946,26.17794991,25.86478996,26.18516922,26.30931091,26.62166977,26.79587936,27.31432915,28.12265968,28.70241928,29.07966042,29.98106003,31.32444,32.66064072,34.55035019,36.56568146,39.39804077,42.58079147,44.12858963,45.87543869,48.03145981,49.60108185,50.34278107,51.70389175,53.48400116,55.03363037,57.05981064,58.96039963,60.36014175,61.33068848,61.53100967,62.13962173,63.16101074,64.9974,66.89433,67.82388,68.39781,70.02089,70.91849,72.13586,73.57291,73.57291
Eritrea,ERI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.745530009,1.690400004,,1.631970048,2.01128006,1.95607,2.39957,2.12762,,1.56172,,,,,2.67099,3.24191,,,,3.85005,3.4765,3.36256,,
Spain,ESP,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,8.666270256,9.646450043,14.12903023,15.39789963,16.83543015,19.50148964,20.33963013,22.50709915,20.84601021,22.04273987,22.07073021,22.5032692,23.13824081,24.81538963,26.15633011,28.56327057,29.87708092,31.75620079,33.7125206,35.55821991,37.03936005,39.27051163,41.17985153,44.04141998,45.72900009,47.67776871,50.54774857,52.83372879,55.02772903,57.72711,59.78373,61.58797,63.96756,66.09032,67.15335,68.53449,68.75185,69.74542,71.58433,75.91095,80.03797,82.27033,83.72564,85.44627,85.61178,86.51608,88.85301,
Estonia,EST,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,23.24204063,,,,,22.01342964,,22.10383034,22.91566086,24.75433922,24.35972977,24.52223969,23.53076935,24.40365028,25.44992065,40.18613052,44.06330109,47.32125092,49.61476898,54.54407,58.66144,61.53721,64.39908,66.18384,67.9128,67.86591,67.67473,66.44184,66.63192,68.18451,70.36909,72.37507,73.92123,73.30776,72.16762,71.39045,69.63503,
Ethiopia,ETH,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.174869999,0.188659996,0.147029996,0.237560004,,,0.244749993,0.377550006,0.463290006,0.514880002,0.491149992,0.503380001,0.528509974,0.510140002,,0.810140014,0.86522001,0.807169974,0.827009976,0.850449979,0.827970028,,,0.622789979,0.675719976,0.700030029,0.817770004,0.855840027,0.951089978,1.18656,1.46918,1.64915,2.30928,2.59943,2.81004,,,3.62789,5.37221,7.48318,7.88366,8.2236,,8.10532,,,,
European Union,EUU,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,17.33736992,17.31267929,18.05545044,19.00275993,19.72499084,20.75933075,21.9675808,22.53355026,23.09622002,22.93479919,23.1837101,23.27890015,23.59556007,24.05114937,24.52478027,25.10128021,25.59626007,25.97310066,26.66058922,27.75003052,28.89818001,30.68502998,32.49755096,35.22636032,38.38808823,40.40513992,42.46239853,44.74435043,46.01897049,48.00999069,49.54745102,51.80670929,54.15037155,56.3614006,58.15729904,59.8053894,60.99068832,61.61243057,62.40024948,63.56967926,65.0287,66.02295,66.17834,65.80939,66.46723,66.86957,68.02107,69.35226,69.35226
Fragile and conflict affected situations,FCS,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.879050016,2.900029898,2.984639883,3.04189992,3.10593009,3.236769915,3.3605299,3.632050037,3.833689928,4.007549763,4.132120132,4.372220039,4.389920235,4.412990093,4.501070023,4.636189938,4.759339809,5.145289898,5.143070221,5.272850037,5.277480125,5.310500145,5.312719822,5.614349842,5.641980171,5.745069981,5.877130032,6.152359962,6.424399853,6.918469906,7.287809849,7.84953022,8.103830338,8.286100388,8.746500015,9.186059952,9.60888958,9.937749863,10.53835964,10.91534996,11.23458,11.1893,11.62987,11.89883,12.32011,12.38867,12.32426,12.4064,12.47639
Finland,FIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,13.12738991,13.6391201,14.27227974,15.70298004,16.92126083,27.59320068,29.33498955,30.63040924,31.24069977,31.70911026,32.10808182,32.62284851,33.36182022,31.45317078,31.92317963,34.06824875,36.04206085,38.09204865,40.97916031,44.46062851,48.88246155,52.93727112,59.36272049,63.99895096,67.40026093,70.33547974,73.39402771,79.17263794,81.38202667,82.32955,84.31597,84.83998,86.94398,89.51747,91.67952,93.15745,93.75906,94.69184,91.29066,93.44781,94.91993,92.87735,90.99419,88.88166,87.67987,86.97852,88.19783,
Fiji,FJI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,0.675759971,1.002889991,1.22420001,1.503540039,1.971220016,2.586849928,,,,,2.373490095,2.458940029,2.725320101,,2.574559927,3.131939888,3.061049938,,,5.143199921,,11.79172039,,,,,,,,,,,,15.78395,15.9584,16.13669,,,,,,,,,,,,,
France,FRA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,18.55905914,19.63516998,21.39669991,22.23352051,23.5865593,24.7860508,24.93112946,25.97421074,24.32786942,25.15819931,25.34202003,26.77469063,27.24198914,,28.84659958,29.38970947,29.79355049,30.77857018,34.30202103,36.89102173,39.45663834,42.79212189,45.71718979,49.5357399,50.37702942,52.3642807,53.33494949,53.88354111,51.48989868,50.60308,50.44729,50.25169,52.31698,53.45763,53.88233,53.87542,52.94754,52.47552,52.7731,54.88172,55.62573,57.90901,59.84876,61.51048,62.78593,64.72768,65.629,
Faroe Islands,FRO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,8.732089996,25.57825089,19.65103912,30.94927025,22.43383026,,,,,,,,,,,,,,,,,14.01002026,14.11797,,,,,,,,,,,,,,,,,,
Gabon,GAB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.398030013,0.699299991,0.798940003,1.450289965,2.127249956,2.146300077,2.58491993,2.610389948,2.525640011,3.206150055,,,5.205379963,5.398990154,,,6.014560223,5.699170113,5.404129982,5.295569897,,,,,,,,,7.129089832,,8.07629,,8.30586,,,,,,,,,,,,,,,
United Kingdom,GBR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,14.58030987,15.43801022,16.06583977,16.72007942,18.54512024,19.18024063,19.32522964,19.12640953,19.16411972,18.84958076,18.88532066,18.9608593,21.05810928,21.07250977,20.99831963,21.51789093,22.54342079,23.31349945,24.40033913,26.48238945,29.18214989,33.23070145,37.98561859,42.81531143,48.25759125,50.08433151,53.28807068,55.54418182,60.11243057,58.47404,59.26847,62.56843,62.06856,59.35145,58.9661,59.03244,58.49451,56.64391,57.90053,58.92335,59.14593,59.40212,57.03876,56.5645,56.45849,58.42562,59.99557,
Georgia,GEO,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,29.5771904,,,,,,,,,,36.18912888,,,,43.4928093,39.94224167,42.78186035,,36.09960938,39.05969,40.86438,43.76618,45.8531,45.78385,51.37931,42.73038,41.81057,38.87021,28.8817,32.58371,34.7855,32.24253,37.914,42.28092,46.48113,51.83005,56.81128,60.33445
Ghana,GHA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.69145,0.736559987,0.813610017,0.941950023,0.990289986,1.085330009,,,,,,1.499459982,,,,,,,,,0.92256999,1.058750033,1.25522995,1.278010011,,,,,,,,,,,5.86879,5.24219,6.44486,8.47961,8.7975,,11.76737,11.94183,13.83126,15.40233,15.69071,15.53598,16.01313,15.69177
Gibraltar,GIB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,0.561770022,,,,2.386610031,2.942369938,3.35571003,4.632909775,4.858329773,,4.178919792,2.968499899,2.923510075,2.677900076,2.272830009,1.830649972,1.365429997,1.161560059,1.186650038,1.08773005,0.957669973,0.912609994,1.269230008,1.19622004,1.324569941,1.227329969,1.261420012,1.300199986,,,,,,2.29583,3.07601,5.33443,8.27645,9.43566,9.56893,10.90025,11.06588,10.52167,11.04827,11.55931,,,,
"Gambia, The",GMB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.660130024,,,,1.07483995,,,,,1.17479,,,,,,1.95798,3.03408,2.72461,,,,,,
Guinea-Bissau,GNB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.514299989,,,,,,,,,,,,,,,,2.29658,2.64325,,,,,,,,,,,,
Equatorial Guinea,GNQ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,4.810329914,,,,,,,,,1.60461998,,,,,,,,,1.85288,,,,,,,,,,,,,,,,,,
Greece,GRC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,12.9152298,12.97782993,14.04695034,14.83285046,16.68581009,16.99448967,17.20153046,16.05127907,16.14664078,15.58304024,16.08687973,16.63324928,18.3887291,19.81959915,22.25793076,23.80635071,25.47027016,23.98855019,23.53120995,24.18700027,35.11135864,33.54803848,36.78599167,38.38496017,35.95558167,39.62036133,43.48873138,44.67810822,46.38552094,50.78434,58.03318,64.92796,70.00507,76.22245,85.31207,90.09834,87.39504,,,103.7963,109.1593,113.7406,116.3768,122.402,,131.5409,136.6026,
Grenada,GRD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,1.449820042,5.837609768,,8.310150146,4.469130039,4.486750126,,,,,,,,,,,,,,,,,,,,,,,,,64.52827,,,,,,95.62066,96.41531,100.1964,
Greenland,GRL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,3.225950003,3.349289894,3.593879938,3.858479977,3.401129961,3.754729986,4.172979832,4.645030022,5.390359879,,,5.37322998,,6.314690113,6.418190002,6.629990101,6.929069996,,,,,,,7.771530151,8.121040344,8.182060242,,,,,,,9.191,,,,,17.31849,,,,,,19.59235,18.18088,21.78329,,,
Guam,GUM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,1.566570044,1.663159966,1.808069944,,,3.465199947,,,3.041379929,2.90309,2.867609978,3.135879993,2.283979893,2.299489975,2.460030079,2.477119923,,4.133110046,,5.463039875,,,,9.489179611,8.85943985,9.825499535,11.48873043,,,,,,7.64464,11.26731,12.02399,12.14248,12.1633,11.57753,10.98671,11.69943,11.64072,11.62275,,,,,,
High income,HIC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,23.70590973,25.13114929,26.27264977,27.27688026,28.13124084,29.52469063,31.42904091,31.47260094,32.22808838,32.1205101,32.71860123,33.52782822,34.23263168,34.93431091,35.57598114,35.93513107,36.5230217,37.47951889,38.61653137,39.8888588,41.59846115,43.08988953,45.25056839,45.63983917,50.20906067,51.76308823,50.35424042,51.635849,54.05733109,55.97780991,56.00177002,57.5763588,61.64670181,63.63278961,65.042099,66.01573181,67.59555817,68.23538971,68.99337006,70.46504974,73.18291,74.81549,75.26519,74.34712,75.02719,75.54148,76.46243,76.78721,75.10247
"Hong Kong SAR, China",HKG,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,7.485290051,7.718739986,8.040269852,8.704360008,9.220899582,10.04883957,9.37390995,,9.891209602,10.1228199,,10.83127022,12.05671024,12.79213047,,,,,,,,18.13279915,19.23184967,21.46833992,,,,,,,,,31.76536,32.27889,33.53083,34.49889,42.57227,55.40763,56.41322,59.59784,61.68693,60.87139,67.47312,69.29175,69.54381,72.33813,74.33425,76.92223
Honduras,HND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,3.50744009,3.894170046,4.922299862,6.236499786,6.990300179,,7.288300037,8.415300369,8.864350319,8.884860039,8.909310341,8.787610054,,8.368889809,9.293259621,9.228500366,8.807689667,8.820819855,9.134289742,8.913350105,9.811300278,9.725330353,10.36306953,11.11620045,12.77923012,12.6105299,13.06748,,,16.03262,16.06058,,,,17.71153,,19.51006,,19.1858,19.64452,19.9211,20.39552,,,26.16422
Heavily indebted poor countries (HIPC),HPC,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,1.506899953,1.512539983,1.578580022,1.624449968,1.691290021,1.783409953,1.855170012,1.913149953,2.039479971,2.105479956,2.182100058,2.217839956,2.250710011,2.275409937,2.298099995,2.335400105,2.389610052,2.378829956,2.429250002,2.450690031,2.476739883,2.52670002,2.566159964,2.623260021,2.659800053,2.695980072,2.75703001,2.859230042,2.931879997,3.018539906,3.310539961,3.605839968,3.905430079,4.140659809,4.468939781,4.802830219,5.191810131,5.539879799,6.088940144,6.698659897,7.34109,7.60217,7.98825,8.3704,8.60224,8.69832,8.63985,8.79398,8.89416
Croatia,HRV,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,17.85786057,,,,,16.25211906,,,,21.35021973,22.44331932,21.85893059,24.44348907,26.0547905,26.23510933,27.79434013,27.68309975,29.36392975,31.70166969,32.38117,35.13302,37.9201,40.77352,42.06107,44.76409,45.58529,47.1877,49.1642,48.78587,54.02853,57.22782,60.64715,65.53489,67.51023,66.49102,66.53238,,
Haiti,HTI,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,0.634940028,0.606509984,0.778209984,0.805490017,0.806590021,0.858460009,,0.933459997,1.088039994,,1.053429961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,9.957900047,10.24820995,10.32573986,10.79321003,11.22154045,11.71348953,12.23124027,12.3979702,12.58205032,12.85256004,13.21516037,14.25889969,14.87689972,15.53826046,16.04512978,16.10700989,15.67982006,15.28808022,14.83304024,14.68550968,14.51753998,14.91343021,16.07279968,19.32950974,22.15632057,24.58639908,26.23302078,30.09199905,32.50022888,35.94101,39.69805,44.55069,52.23563,60.0567,64.99212,67.54416,68.28498,66.48384,64.60789,63.72239,62.59323,61.46318,57.06502,52.01587,48.96214,48.03886,48.50038,
IBRD only,IBD,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,6.697519779,6.683310032,6.73623991,6.86537981,7.123700142,7.455500126,7.677750111,7.801919937,8.033479691,8.304420471,8.477510452,8.766489983,8.866760254,9.056050301,9.51047039,9.646269798,9.548239708,9.624159813,9.348409653,9.414770126,9.467490196,9.560740471,9.578669548,9.686090469,10.18712997,10.93758011,11.63490963,12.68420029,13.52737999,14.81377029,15.91930008,17.23266029,18.80076027,20.27827072,21.35946083,22.22809029,23.25073051,24.39201927,25.74194908,26.96676064,28.59631,31.0642,33.06275,34.49335,38.21914,39.90605,40.88194,41.66336,42.24329
IDA & IBRD total,IBT,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,5.969490051,5.982719898,6.0520401,6.175680161,6.404759884,6.677299976,6.854959965,6.971950054,7.162740231,7.417170048,7.564360142,7.820330143,7.935719967,8.11411953,8.502559662,8.625220299,8.547169685,8.61221981,8.388689995,8.436329842,8.48416996,8.543720245,8.530440331,8.615269661,8.99518013,9.573140144,10.10816002,10.91862011,11.56906986,12.56322002,13.45897007,14.53600979,15.75949001,16.91391945,17.77942085,18.55433083,19.42774963,20.40448952,21.52804947,22.58392906,23.89571,25.71783,27.13019,28.06392,30.63989,31.76954,32.38231,32.895,33.33187
IDA total,IDA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.387000084,2.452559948,2.542049885,2.615499973,2.720449924,2.755079985,2.789410114,2.949310064,3.022130013,3.274450064,3.352730036,3.489069939,3.652329922,3.792429924,3.886430025,3.959340096,3.989729881,4.000160217,4.022369862,4.021510124,4.095449924,4.077750206,4.018260002,4.109330177,4.104149818,4.136519909,4.219810009,4.320519924,4.45333004,4.645319939,4.969880104,5.417840004,5.630829811,5.839280128,6.075839996,6.567110062,6.934440136,7.331140041,7.779089928,8.491760254,9.14178,9.60849,10.01583,10.31145,10.5027,10.70738,10.8034,10.95213,11.22055
IDA blend,IDB,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,3.034909964,3.127269983,3.146150112,3.264410019,3.353830099,3.39944005,3.49815011,3.574340105,3.666870117,3.809989929,3.871989965,4.081480026,4.274139881,4.346749783,4.426159859,4.561339855,4.62691021,4.632800102,4.956830025,4.989109993,5.031740189,4.909500122,4.777760029,4.815670013,4.864679813,4.917339802,4.919779778,4.985899925,5.041810036,5.160009861,5.502789974,5.852640152,6.225409985,6.57638979,6.955830097,7.532110214,7.622849941,7.856309891,7.830230236,8.334230423,8.71759,9.31916,9.85231,10.17228,10.30402,10.28997,10.19753,10.38147,10.30222
Indonesia,IDN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.851249933,,2.739010096,2.661570072,2.57543993,2.577270031,2.608799934,2.302949905,2.431689978,2.327689886,3.346290112,3.827929974,3.860660076,4.0865798,5.364729881,6.149040222,6.400300026,7.594329834,6.86755991,7.934939861,8.379440308,8.616800308,9.431889534,9.3956604,10.53631973,11.33380032,11.54265976,13.38335991,13.35830021,14.74726009,14.8768,14.18361,14.80345,16.01321,16.59508,17.2263,17.28018,17.79493,20.66821,22.98912,24.07626,26.3032,30.429,31.06371,30.89576,33.25072,35.43736,36.44444,36.31104
IDA only,IDX,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,2.1042099,2.159320116,2.277019978,2.327620029,2.435780048,2.461910009,2.461689949,2.65734005,2.717789888,3.018790007,3.102799892,3.20194006,3.346240044,3.518219948,3.61841011,3.661959887,3.672319889,3.68569994,3.559240103,3.540719986,3.633430004,3.670680046,3.646420002,3.762900114,3.728579998,3.748709917,3.871710062,3.987940073,4.158309937,4.387710094,4.702129841,5.201330185,5.330729961,5.464749813,5.625889778,6.071380138,6.581059933,7.061580181,7.759699821,8.582779884,9.3742,9.7678,10.10716,10.389,10.61038,10.92694,11.11863,11.24794,11.69091
Isle of Man,IMN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,4.924600124,,4.983210087,,,4.967160225,4.831359863,4.984360218,4.958509922,4.963510036,5.247419834,4.940360069,5.554590225,5.856750011,5.828629971,5.987269878,6.331309795,5.533629894,5.749810219,5.94715023,6.029759884,,,,5.536550045,6.269050121,6.545750141,,,9.50872,9.6945,10.17642,10.62537,10.93321,10.67964,11.48636,13.12668,15.04721,16.03093,17.83388,22.76465,24.26798,23.79483,25.43213,26.76899,26.82922,27.44213,28.06055
Not classified,INX,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,10.67416954,10.90818024,11.0017004,11.57229042,13.7710104,16.68671989,16.71571922,16.5275898,16.42304039,16.68087006,17.98335075,19.40019989,20.69433022,20.85074997,21.85050964,22.85461044,24.25245094,25.54817009,26.78434944,27.55257034,28.33597946,31.05596924,32.79508972,35.18561935,35.9725914,37.64002991,39.43799973,42.30302811,47.30599976,49.44981,50.6748,53.5348,55.84617,58.92191,58.86932,58.44118,58.30199,54.01747,56.50398,63.12644,67.79859,68.19725,71.69955,73.81323,77.23215,77.55714,77.78062,
"Iran, Islamic Rep.",IRN,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,2.970969915,3.354120016,3.771480083,3.861269951,4.1105299,4.494900227,4.451809883,4.501830101,,,,,,,,,,,,,,,,,15.67109013,17.22591019,,,18.30702972,18.69706,19.89428,19.07242,20.1468,22.33359,23.80202,26.53152,31.21858,37.70845,37.91298,44.16966,50.00553,56.42696,59.27873,67.31977,,69.63566,,
Iraq,IRQ,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,5.012290001,5.207650185,5.535140038,6.085330009,7.138189793,7.803820133,8.385009766,8.485099792,8.269390106,9.003020287,9.2082901,9.663880348,9.748390198,9.571439743,10.36281967,11.40904999,10.87582016,11.16816998,12.28137016,,,,,,,,,,11.66431999,12.11528,,12.83808,,16.00963,16.15742,,,,,,,,,,,,,
Iceland,ISL,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,9.918600082,11.06989956,12.38255978,12.94845009,14.03573036,15.0983696,15.45748997,15.95796967,,19.68511009,20.38130951,21.23060989,22.94732094,23.51136971,20.90217018,21.3282795,21.58879089,21.7741909,23.40426064,25.59527016,24.91892052,29.60026932,27.33493996,33.98815918,35.475811,35.8638916,37.86267853,38.74671173,40.43772888,46.09699,48.32954,54.57972,62.39248,68.21238,69.88068,72.1246,71.1184,73.74512,74.41502,78.81844,81.47075,81.95589,80.29685,81.43798,75.76606,73.60044,71.84501,
Israel,ISR,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,19.61162949,20.79117966,22.9433403,,23.57171059,,26.90555,26.82304001,30.76301003,31.67244911,31.38224983,34.31455994,34.73445892,35.1679306,,35.45957184,35.82566071,34.32487869,33.90185928,34.03248978,35.61217117,,38.79259872,,40.32215881,42.51924896,,47.35577011,48.97867966,50.01055,52.34792,57.42335,57.40144,57.13031,58.74306,58.33285,61.2148,60.42399,63.14921,65.92614,66.58563,68.57462,67.04384,66.94252,65.48689,64.9002,63.35469,
Italy,ITA,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,16.86904907,19.51538086,20.35189056,21.66208076,23.9639492,25.1782093,26.17593956,26.68222046,27.21817017,26.89389992,26.77952003,,24.73711967,24.84300995,25.79405975,25.60770988,24.83791924,26.48420906,28.06501961,29.53918076,31.7643795,33.80496979,35.98516083,40.06166077,41.47888947,42.33779144,46.85245895,48.31264877,48.55508041,49.81127,52.87731,55.55179,58.67722,62.24298,64.43843,66.1078,66.68297,66.3436,66.54997,65.7743,65.56312,64.13355,62.29616,61.70275,60.93946,60.93733,61.933,
Jamaica,JAM,"School enrollment, tertiary (% gross)",SE.TER.ENRR,,,,,,,,,,,,5.052159786,5.485720158,5.990590096,5.945630074,,,6.991670132,,,,6.642849922,,,,,,4.872509956,,4.94012022,,6.533080101,6.468669891,,,,,,,9.186200142,15.07814,17.62574,18.60913,20.88366,21.10083,19.06042,18.80472,,23.54742,23.41372,26.81559,26.17734,28.75893,27.20745,,27.13061,,,
